Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Generation Charge,Transmission Charge,Transmission Charge,Distribution Charge,Distribution Charge,Supply Charge,Supply Charge,Metering Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Lifeline Discount,Special Discount,Power Factor Adj,Power Factor Adj,Supply Period,Supply Period Start,Supply Period End,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,For Lifeline: Applicable Discounts,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,kWh Attributable,kW Attributable
Unit,,,,,,,per kWh,per kWh,per kW,per kWh,per kW,per kWh,per cust/mo,per kWh,per cust/mo,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,%,Penalty,Disc,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,per kWh,per kWh,per kWh,,
3301,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,5.2725,,287.7400,0.0513,182.66,,"3,505.46",,"3,525.12",0.2152,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9346,0.0
3302,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,5.2725,,287.7400,0.0513,182.66,,"12,726.30",,"12,075.11",0.2152,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.9346,0.0
3303,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,5.2725,,212.8900,0.0513,143.32,,"3,505.46",,"3,525.12",0.0739,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.7933,0.0
3304,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,5.2725,,212.8900,0.0513,143.32,,"12,726.30",,"12,075.11",0.0739,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,3%,1.4%,0.7%,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,0.7933,0.0
3305,GHMSCI,GHMSCI,,,,,5.2725,0.7681,,0.8667,,,278.59,,278.46,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,0.0265,,,,,,,,,,,,1.1819000000000002,0.0
3306,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,221.45,29.06,,84.34,,27.28,,,,19.43,6.56,0.11,8.14,10.76,3.53,0.0042,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,1.11,,,,,,,,,,,,76.9242,0.0
3307,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,353.26,46.36,,134.55,,43.52,,,,30.99,10.46,0.17,12.98,17.17,5.63,0.0067,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,1.78,,,,,,,,,,,,122.70670000000001,0.0
3308,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,590.52,77.50,,224.92,,72.74,,,,51.80,17.48,0.28,21.71,28.71,9.42,0.0112,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,2.97,,,,,,,,,,,,205.12120000000002,0.0
3309,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,917.42,120.41,,349.43,,113.01,,,,80.48,27.16,0.44,33.72,44.60,14.63,0.0174,,,,,Nov-2018,10-26-2018,11-25-2018,,,,,,4.61,,,,,,,,,,,,318.6674,0.0
3310,Residential,0 TO 20 KWH,,,0.0,20,5.0317,0.6420,,1.0012,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,,,100.00%,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7469999999999999,0.0
3311,Residential,21 TO 50 KWH,,,21.0,50,5.0317,0.6420,,1.0012,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,,,50.00%,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7469999999999999,0.0
3312,Residential,51 TO 70 KWH,,,51.0,70,5.0317,0.6420,,1.0012,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,,,35.00%,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7469999999999999,0.0
3313,Residential,71 TO 100 KWH,,,71.0,100,5.0317,0.6420,,1.0012,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,,,20.00%,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.7469999999999999,0.0
3314,Residential,101 TO 200 KWH,,,101.0,200,5.0317,0.6420,,1.0012,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3315,Residential,201 TO 300 KWH,,,201.0,300,5.0317,0.6420,,1.3183,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3316,Residential,301 TO 400 KWH,,,301.0,400,5.0317,0.6420,,1.6175,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3317,Residential,OVER 400 KWH,,,400.0,,5.0317,0.6420,,2.1387,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3318,General Service A,0 TO 200 KWH,,,0.0,200,5.0317,0.6420,,1.0012,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,5%,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3319,General Service A,201 TO 300 KWH,,,201.0,300,5.0317,0.6420,,1.3183,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,5%,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3320,General Service A,301 TO 400 KWH,,,301.0,400,5.0317,0.6420,,1.6175,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,5%,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3321,General Service A,OVER 400 KWH,,,400.0,,5.0317,0.6420,,2.1387,,0.5085,16.73,0.3377,5.00,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,5%,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.8228,0.0
3322,General Service B,General Service B,5.0,40.0,,,5.0317,,196.8200,0.1368,237.15,,371.48,,362.34,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9765999999999999,0.0
3323,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,5.0317,,222.0000,0.1368,237.15,,845.17,,849.44,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9765999999999999,0.0
3324,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,5.0317,,222.0000,0.1368,237.15,,"3,505.46",,"3,525.12",0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9765999999999999,0.0
3325,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,5.0317,,222.0000,0.1368,237.15,,"12,726.30",,"12,075.11",0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9765999999999999,0.0
3326,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,5.0317,,237.7900,0.0513,182.66,,845.17,,849.44,0.2016,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7557,0.0
3327,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,5.0317,,237.7900,0.0513,182.66,,"3,505.46",,"3,525.12",0.2016,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7557,0.0
3328,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,5.0317,,237.7900,0.0513,182.66,,"12,726.30",,"12,075.11",0.2016,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7557,0.0
3329,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,5.0317,,270.0700,0.0513,182.66,,845.17,,849.44,0.2016,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7557,0.0
3330,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,5.0317,,270.0700,0.0513,182.66,,"3,505.46",,"3,525.12",0.2016,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7557,0.0
3331,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,5.0317,,270.0700,0.0513,182.66,,"12,726.30",,"12,075.11",0.2016,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.7557,0.0
3332,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,5.0317,,195.2200,0.0513,143.32,,"3,505.46",,"3,525.12",0.0754,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.6295,0.0
3333,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,5.0317,,195.2200,0.0513,143.32,,"12,726.30",,"12,075.11",0.0754,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,3%,1.4%,0.7%,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.6295,0.0
3334,GHMSCI,GHMSCI,,,,,5.0317,0.7210,,0.8667,,,278.59,,278.46,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,0.9765999999999999,0.0
3335,FLAT STREETLIGHTS,Per kWh,,,,,5.0317,0.6519,,2.0082,,0.6495,,,,0.4225,0.1561,0.0025,0.0543,0.2226,0.0757,0.0001,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,0.0428,,,,,,,,,,,,1.6260999999999999,0.0
3336,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,211.33,27.38,,84.34,,27.28,,,,17.75,6.56,0.11,2.28,9.35,3.18,0.0042,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,1.80,,,,,,,,,,,,68.3142,0.0
3337,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,337.12,43.68,,134.55,,43.52,,,,28.31,10.46,0.17,3.64,14.91,5.07,0.0067,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,2.87,,,,,,,,,,,,108.9567,0.0
3338,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,563.55,73.01,,224.92,,72.74,,,,47.32,17.48,0.28,6.08,24.93,8.48,0.0112,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,4.79,,,,,,,,,,,,182.1112,0.0
3339,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,875.52,113.43,,349.43,,113.01,,,,73.52,27.16,0.44,9.45,38.73,13.17,0.0174,,,,,Nov-2019,10-26-2019,11-25-2019,,,,,,7.45,,,,,,,,,,,,282.9474,0.0
3340,Residential,0 TO 20 KWH,,,0.0,20,4.2018,0.7795,,1.0012,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,,,100.00%,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.4846000000000001,0.0
3341,Residential,21 TO 50 KWH,,,21.0,50,4.2018,0.7795,,1.0012,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,,,50.00%,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.4846000000000001,0.0
3342,Residential,51 TO 70 KWH,,,51.0,70,4.2018,0.7795,,1.0012,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,,,35.00%,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.4846000000000001,0.0
3343,Residential,71 TO 100 KWH,,,71.0,100,4.2018,0.7795,,1.0012,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,,,20.00%,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.4846000000000001,0.0
3344,Residential,101 TO 200 KWH,,,101.0,200,4.2018,0.7795,,1.0012,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3345,Residential,201 TO 300 KWH,,,201.0,300,4.2018,0.7795,,1.3183,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3346,Residential,301 TO 400 KWH,,,301.0,400,4.2018,0.7795,,1.6175,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3347,Residential,OVER 400 KWH,,,400.0,,4.2018,0.7795,,2.1387,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3348,General Service A,0 TO 200 KWH,,,0.0,200,4.2018,0.7795,,1.0012,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,5%,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3349,General Service A,201 TO 300 KWH,,,201.0,300,4.2018,0.7795,,1.3183,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,5%,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3350,General Service A,301 TO 400 KWH,,,301.0,400,4.2018,0.7795,,1.6175,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,5%,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3351,General Service A,OVER 400 KWH,,,400.0,,4.2018,0.7795,,2.1387,,0.5085,16.73,0.3377,5.00,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,5%,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.5324999999999998,0.0
3352,General Service B,General Service B,5.0,40.0,,,4.2018,,242.1200,0.1368,237.15,,371.48,,362.34,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.6863,0.0
3353,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,4.2018,,261.6400,0.1368,237.15,,845.17,,849.44,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.6863,0.0
3354,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,4.2018,,261.6400,0.1368,237.15,,"3,505.46",,"3,525.12",0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.6863,0.0
3355,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,4.2018,,261.6400,0.1368,237.15,,"12,726.30",,"12,075.11",0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.6863,0.0
3356,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,4.2018,,290.8100,0.0513,182.66,,845.17,,849.44,0.1876,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.4839,0.0
3357,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,4.2018,,290.8100,0.0513,182.66,,"3,505.46",,"3,525.12",0.1876,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.4839,0.0
3358,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,4.2018,,290.8100,0.0513,182.66,,"12,726.30",,"12,075.11",0.1876,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.4839,0.0
3359,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,4.2018,,333.3000,0.0513,182.66,,845.17,,849.44,0.1876,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.4839,0.0
3360,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,4.2018,,333.3000,0.0513,182.66,,"3,505.46",,"3,525.12",0.1876,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.4839,0.0
3361,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,4.2018,,333.3000,0.0513,182.66,,"12,726.30",,"12,075.11",0.1876,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.4839,0.0
3362,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,4.2018,,258.4500,0.0513,143.32,,"3,505.46",,"3,525.12",0.0679,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.36419999999999997,0.0
3363,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,4.2018,,258.4500,0.0513,143.32,,"12,726.30",,"12,075.11",0.0679,0.1561,0.0000,,0.0495,0.0478,0.0001,,3%,1.4%,0.7%,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.36419999999999997,0.0
3364,GHMSCI,GHMSCI,,,,,4.2018,0.8956,,0.8667,,,278.59,,278.46,0.3900,0.1561,0.0000,,0.0495,0.0478,0.0001,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,0.6863,0.0
3365,FLAT STREETLIGHTS,Per kWh,,,,,4.2018,0.7957,,2.0082,,0.6495,,,,0.3900,0.1561,0,,0.0495,0.0478,0.0001,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,0.0428,,,,,,,,,,,,1.3357999999999999,0.0
3366,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,176.48,33.42,,84.34,,27.28,,,,16.38,6.56,0.00,,2.08,2.01,0.0042,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,1.80,,,,,,,,,,,,56.1142,0.0
3367,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,281.52,53.31,,134.55,,43.52,,,,26.13,10.46,0.00,,3.32,3.20,0.0067,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,2.87,,,,,,,,,,,,89.50670000000001,0.0
3368,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,470.60,89.12,,224.92,,72.74,,,,43.68,17.48,0.00,,5.54,5.35,0.0112,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,4.79,,,,,,,,,,,,149.59120000000001,0.0
3369,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,731.11,138.45,,349.43,,113.01,,,,67.86,27.16,0.00,,8.61,8.32,0.0174,,,,,Nov-2020,10-26-2020,11-25-2020,,,,,,7.45,,,,,,,,,,,,232.42739999999998,0.0
3370,Residential,0 TO 20 KWH,,,0.0,20,5.3346,0.6682,,1.0012,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,,,100.00%,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3182,0.0
3371,Residential,21 TO 50 KWH,,,21.0,50,5.3346,0.6682,,1.0012,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,,,50.00%,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3182,0.0
3372,Residential,51 TO 70 KWH,,,51.0,70,5.3346,0.6682,,1.0012,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,,,35.00%,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3182,0.0
3373,Residential,71 TO 100 KWH,,,71.0,100,5.3346,0.6682,,1.0012,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,,,20.00%,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3182,0.0
3374,Residential,101 TO 200 KWH,,,101.0,200,5.3346,0.6682,,1.0012,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3375,Residential,201 TO 300 KWH,,,201.0,300,5.3346,0.6682,,1.3183,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3376,Residential,301 TO 400 KWH,,,301.0,400,5.3346,0.6682,,1.6175,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3377,Residential,OVER 400 KWH,,,400.0,,5.3346,0.6682,,2.1387,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3378,General Service A,0 TO 200 KWH,,,0.0,200,5.3346,0.6682,,1.0012,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,5%,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3379,General Service A,201 TO 300 KWH,,,201.0,300,5.3346,0.6682,,1.3183,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,5%,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3380,General Service A,301 TO 400 KWH,,,301.0,400,5.3346,0.6682,,1.6175,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,5%,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3381,General Service A,OVER 400 KWH,,,400.0,,5.3346,0.6682,,2.1387,,0.5085,16.73,0.3377,5.00,0.4442,,0.0000,,0.0983,0.0762,0.0001,,5%,,,Nov-2021,10-26-2021,11-25-2021,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.3944999999999999,0.0
3382,General Service B,General Service B,5.0,40.0,,,5.3346,,210.6300,0.1368,237.15,,371.48,,362.34,0.4442,,0.0000,,0.0983,0.0762,0.0001,,3%,,,Nov-2021,10-26-2021,11-25-2021,,(0.1811),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,0.6433,0.0
3383,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,5.3346,,232.4900,0.1368,237.15,,845.17,,849.44,0.4442,,0.0000,,0.0983,0.0762,0.0001,,3%,1.4%,0.7%,Nov-2021,10-26-2021,11-25-2021,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,0.7454999999999999,0.0
