Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Generation Charge,Transmission Charge,Transmission Charge,Distribution Charge,Distribution Charge,Supply Charge,Supply Charge,Metering Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Lifeline Discount,Special Discount,Power Factor Adj,Power Factor Adj,Supply Period,Supply Period Start,Supply Period End,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,For Lifeline: Applicable Discounts,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,kWh Attributable,kW Attributable
Unit,,,,,,,per kWh,per kWh,per kW,per kWh,per kW,per kWh,per cust/mo,per kWh,per cust/mo,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,%,Penalty,Disc,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,per kWh,per kWh,per kWh,,
2078,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,379.09,53.91,,157.45,,50.92,,,,41.08,7.79,0.17,12.98,,6.97,0.0067,,,,,Jun-2013,05-26-2013,06-25-2013,,,,,,,2.10,,,,,,,,,,,122.0167,0.0
2079,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,633.70,90.13,,263.20,,85.12,,,,68.67,13.03,0.28,21.71,,11.65,0.0112,,,,,Jun-2013,05-26-2013,06-25-2013,,,,,,,3.52,,,,,,,,,,,203.99120000000002,0.0
2080,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,984.49,140.02,,408.90,,132.24,,,,106.68,20.24,0.44,33.72,,18.10,0.0174,,,,,Jun-2013,05-26-2013,06-25-2013,,,,,,,5.46,,,,,,,,,,,316.89740000000006,0.0
2081,Residential,0 TO 20 KWH,,,0.0,20,5.3105,0.8928,,1.2225,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,,,100.00%,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.8840999999999997,0.0
2082,Residential,21 TO 50 KWH,,,21.0,50,5.3105,0.8928,,1.2225,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,,,50.00%,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.8840999999999997,0.0
2083,Residential,51 TO 70 KWH,,,51.0,70,5.3105,0.8928,,1.2225,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,,,35.00%,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.8840999999999997,0.0
2084,Residential,71 TO 100 KWH,,,71.0,100,5.3105,0.8928,,1.2225,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,,,20.00%,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.8840999999999997,0.0
2085,Residential,101 TO 200 KWH,,,101.0,200,5.3105,0.8928,,1.2225,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2086,Residential,201 TO 300 KWH,,,201.0,300,5.3105,0.8928,,1.5798,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2087,Residential,301 TO 400 KWH,,,301.0,400,5.3105,0.8928,,1.9170,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2088,Residential,OVER 400 KWH,,,400.0,,5.3105,0.8928,,2.5043,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2089,General Service A,0 TO 200 KWH,,,0.0,200,5.3105,0.8928,,1.2225,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,5%,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2090,General Service A,201 TO 300 KWH,,,201.0,300,5.3105,0.8928,,1.5798,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,5%,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2091,General Service A,301 TO 400 KWH,,,301.0,400,5.3105,0.8928,,1.9170,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,5%,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2092,General Service A,OVER 400 KWH,,,400.0,,5.3105,0.8928,,2.5043,,0.6043,19.88,0.4066,5.00,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,5%,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.9902999999999997,0.0
2093,General Service B,General Service B,5.0,40.0,,,5.3105,,268.94,0.1625,281.84,,441.49,,430.62,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.9793999999999999,0.0
2094,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,5.3105,,300.11,0.1625,281.84,,"1,004.45",,"1,009.53",0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.9793999999999999,0.0
2095,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,5.3105,,300.11,0.1625,281.84,,"4,166.09",,"4,189.45",0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.9793999999999999,0.0
2096,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,5.3105,,313.36,0.0609,217.08,,"1,004.45",,"1,009.53",0.2393,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.6597999999999999,0.0
2097,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,5.3105,,313.36,0.0609,217.08,,"4,166.09",,"4,189.45",0.2393,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.6597999999999999,0.0
2098,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,5.3105,,313.36,0.0609,217.08,,"15,124.68",,"14,350.77",0.2393,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.6597999999999999,0.0
2099,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,5.3105,,355.77,0.0609,217.08,,"1,004.45",,"1,009.53",0.2393,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.6597999999999999,0.0
2100,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,5.3105,,355.77,0.0609,217.08,,"4,166.09",,"4,189.45",0.2393,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.6597999999999999,0.0
2101,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,5.3105,,355.77,0.0609,217.08,,"15,124.68",,"14,350.77",0.2393,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.6597999999999999,0.0
2102,GP 115 KV / 69 KV,GP 115 KV / 69 KV,,,,,5.3105,,272.91,0.0609,170.08,,"15,124.68",,"14,350.77",0.0708,0.1180,0.0025,0.1938,,0.1062,0.0000,,3%,1.4%,0.7%,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.49129999999999996,0.0
2103,GHMSCI,GHMSCI,,,,,5.3105,1.0439,,1.0301,,,331.09,,330.93,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,0.9793999999999999,0.0
2104,FLAT STREETLIGHTS,Per kWh,,,,,5.3105,0.9036,,2.3867,,0.7719,,,,0.5589,0.1180,0.0025,0.1938,,0.1062,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,1.7512999999999999,0.0
2105,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,223.04,37.95,,100.24,,32.42,,,,23.47,4.96,0.11,8.14,,4.46,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,73.56,0.0
2106,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,355.80,60.54,,159.91,,51.72,,,,37.45,7.91,0.17,12.98,,7.12,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,117.35,0.0
2107,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,594.78,101.20,,267.31,,86.45,,,,62.60,13.22,0.28,21.71,,11.89,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,196.15,0.0
2108,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,924.03,157.23,,415.29,,134.31,,,,97.25,20.53,0.44,33.72,,18.48,0.0000,,,,,Jun-2014,05-26-2014,06-25-2014,,,,,,,,,,,,,,,,,,304.73,0.0
2109,Residential,0 TO 20 KWH,,,0.0,20,4.4556,0.9031,,1.1282,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,,,100.00%,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.8171999999999997,0.0
2110,Residential,21 TO 50 KWH,,,21.0,50,4.4556,0.9031,,1.1282,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,,,50.00%,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.8171999999999997,0.0
2111,Residential,51 TO 70 KWH,,,51.0,70,4.4556,0.9031,,1.1282,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,,,35.00%,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.8171999999999997,0.0
2112,Residential,71 TO 100 KWH,,,71.0,100,4.4556,0.9031,,1.1282,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,,,20.00%,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.8171999999999997,0.0
2113,Residential,101 TO 200 KWH,,,101.0,200,4.4556,0.9031,,1.1282,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2114,Residential,201 TO 300 KWH,,,201.0,300,4.4556,0.9031,,1.4855,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2115,Residential,301 TO 400 KWH,,,301.0,400,4.4556,0.9031,,1.8227,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2116,Residential,OVER 400 KWH,,,400.0,,4.4556,0.9031,,2.4100,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2117,General Service A,0 TO 200 KWH,,,0.0,200,4.4556,0.9031,,1.1282,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,5%,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2118,General Service A,201 TO 300 KWH,,,201.0,300,4.4556,0.9031,,1.4855,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,5%,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2119,General Service A,301 TO 400 KWH,,,301.0,400,4.4556,0.9031,,1.8227,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,5%,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2120,General Service A,OVER 400 KWH,,,400.0,,4.4556,0.9031,,2.4100,,0.5730,18.85,0.3840,5.00,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,5%,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.9111,0.0
2121,General Service B,General Service B,5.0,40.0,,,4.4556,,278.71,0.1541,267.23,,418.61,,408.30,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.9541,0.0
2122,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,4.4556,,314.15,0.1541,267.23,,952.39,,957.20,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.9541,0.0
2123,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,4.4556,,314.15,0.1541,267.23,,"3,950.15",,"3,972.30",0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.9541,0.0
2124,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,4.4556,,319.71,0.0578,205.83,,952.39,,957.20,0.1822,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.6691,0.0
2125,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,4.4556,,319.71,0.0578,205.83,,"3,950.15",,"3,972.30",0.1822,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.6691,0.0
2126,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,4.4556,,319.71,0.0578,205.83,,"14,340.72",,"13,606.92",0.1822,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.6691,0.0
2127,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,4.4556,,361.92,0.0578,205.83,,952.39,,957.20,0.1822,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.6691,0.0
2128,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,4.4556,,361.92,0.0578,205.83,,"3,950.15",,"3,972.30",0.1822,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.6691,0.0
2129,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,4.4556,,361.92,0.0578,205.83,,"14,340.72",,"13,606.92",0.1822,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.6691,0.0
2130,GP 115 KV / 69 KV,GP 115 KV / 69 KV,,,,,4.4556,,278.87,0.0578,161.50,,"14,340.72",,"13,606.92",0.0502,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,3%,1.4%,0.7%,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.5370999999999999,0.0
2131,GHMSCI,GHMSCI,,,,,4.4556,1.0215,,0.9767,,,313.93,,313.78,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,0.9541,0.0
2132,FLAT STREETLIGHTS,Per kWh,,,,,4.4556,0.9162,,2.2630,,0.7319,,,,0.4672,0.1561,0.0025,0.1938,0.0406,0.0938,0.0001,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,1.686,0.0
2133,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,187.14,38.48,,95.05,,30.74,,,,19.62,6.56,0.11,8.14,1.71,3.94,0.0042,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,70.8242,0.0
2134,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,298.53,61.39,,151.62,,49.04,,,,31.30,10.46,0.17,12.98,2.72,6.28,0.0067,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,112.95670000000001,0.0
2135,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,499.03,102.61,,253.46,,81.97,,,,52.33,17.48,0.28,21.71,4.55,10.51,0.0112,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,188.84120000000001,0.0
2136,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,775.27,159.42,,393.76,,127.35,,,,81.29,27.16,0.44,33.72,7.06,16.32,0.0174,,,,,Jun-2015,05-26-2015,06-25-2015,,,,,,,,,,,,,,,,,,293.3574,0.0
2137,Residential,0 TO 20 KWH,,,0.0,20,3.7207,0.9197,,1.0012,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,,,100.00%,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7271999999999998,0.0
2138,Residential,21 TO 50 KWH,,,21.0,50,3.7207,0.9197,,1.0012,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,,,50.00%,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7271999999999998,0.0
2139,Residential,51 TO 70 KWH,,,51.0,70,3.7207,0.9197,,1.0012,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,,,35.00%,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7271999999999998,0.0
2140,Residential,71 TO 100 KWH,,,71.0,100,3.7207,0.9197,,1.0012,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,,,20.00%,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7271999999999998,0.0
2141,Residential,101 TO 200 KWH,,,101.0,200,3.7207,0.9197,,1.0012,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2142,Residential,201 TO 300 KWH,,,201.0,300,3.7207,0.9197,,1.3183,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2143,Residential,301 TO 400 KWH,,,301.0,400,3.7207,0.9197,,1.6175,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2144,Residential,OVER 400 KWH,,,400.0,,3.7207,0.9197,,2.1387,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2145,General Service A,0 TO 200 KWH,,,0.0,200,3.7207,0.9197,,1.0012,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,5%,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2146,General Service A,201 TO 300 KWH,,,201.0,300,3.7207,0.9197,,1.3183,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,5%,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2147,General Service A,301 TO 400 KWH,,,301.0,400,3.7207,0.9197,,1.6175,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,5%,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2148,General Service A,OVER 400 KWH,,,400.0,,3.7207,0.9197,,2.1387,,0.5085,16.73,0.3377,5.00,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,5%,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.7931,0.0
2149,General Service B,General Service B,5.0,40.0,,,3.7207,,288.4385,0.1368,237.15,,371.48,,362.34,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.9469,0.0
2150,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,3.7207,,323.5020,0.1368,237.15,,845.17,,849.44,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.9469,0.0
2151,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,3.7207,,323.5020,0.1368,237.15,,"3,505.46",,"3,525.12",0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.9469,0.0
2152,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,3.7207,,323.5020,0.1368,237.15,,"12,726.30",,"12,075.11",0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.9469,0.0
2153,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,3.7207,,332.4957,0.0513,182.66,,845.17,,849.44,0.1503,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.6926,0.0
2154,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,3.7207,,332.4957,0.0513,182.66,,"3,505.46",,"3,525.12",0.1503,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.6926,0.0
2155,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,3.7207,,332.4957,0.0513,182.66,,"12,726.30",,"12,075.11",0.1503,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.6926,0.0
2156,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,3.7207,,374.3880,0.0513,182.66,,845.17,,849.44,0.1503,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.6926,0.0
2157,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,3.7207,,374.3880,0.0513,182.66,,"3,505.46",,"3,525.12",0.1503,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.6926,0.0
2158,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,3.7207,,374.3880,0.0513,182.66,,"12,726.30",,"12,075.11",0.1503,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.6926,0.0
2159,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,3.7207,,291.3375,0.0513,143.32,,"3,505.46",,"3,525.12",0.0388,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.5811,0.0
2160,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,3.7207,,291.3375,0.0513,143.32,,"12,726.30",,"12,075.11",0.0388,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,3%,1.4%,0.7%,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.5811,0.0
2161,GHMSCI,GHMSCI,,,,,3.7207,1.0298,,0.8667,,,278.59,,278.46,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,0.9469,0.0
2162,FLAT STREETLIGHTS,Per kWh,,,,,3.7207,0.9364,,2.0082,,0.6495,,,,0.4046,0.1561,0.0025,0.1938,0.1240,0.0658,0.0001,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,1.5964,0.0
2163,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,156.27,39.33,,84.34,,27.28,,,,16.99,6.56,0.11,8.14,5.21,2.76,0.0042,,,,,Jun-2016,05-26-2016,06-25-2016,,,,,,,,,,,,,,,,,,67.0542,0.0
