Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Supply Period,Supply Period Start,Supply Period End,kWh Attributable,kW Attributable,Generation Charge,Transmission Charge,Distribution Charge,Supply Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,Total per kWh,Transmission Charge,Distribution Charge,Total per kW,Supply Charge,Metering Charge,Total per cust/mo,Lifeline Discount,Special Discount,For Lifeline: Applicable Discounts,Total %,Power Factor Adj,Power Factor Adj
Unit,,,,,,,,,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,,per kW,per kW,,per cust/mo,per cust/mo,,%,%,%,,Penalty,Disc
3222,Residential,21 TO 50 KWH,,,21.0,50,Nov-16,10-26-16,11-25-16,1.7227000000000001,0.0,3.8436,0.7484,1.0012,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.4723,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
3223,Residential,51 TO 70 KWH,,,51.0,70,Nov-16,10-26-16,11-25-16,1.7227000000000001,0.0,3.8436,0.7484,1.0012,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.4723,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
3224,Residential,71 TO 100 KWH,,,71.0,100,Nov-16,10-26-16,11-25-16,1.7227000000000001,0.0,3.8436,0.7484,1.0012,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,,,,,,,,,,,,,,,,,,,3.4723,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
3225,Residential,101 TO 200 KWH,,,101.0,200,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,1.0012,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,3.5522,,,0.0,16.73,5.00,21.73,,,,0.0,,
3226,Residential,201 TO 300 KWH,,,201.0,300,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,1.3183,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,3.8693,,,0.0,16.73,5.00,21.73,,,,0.0,,
3227,Residential,301 TO 400 KWH,,,301.0,400,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,1.6175,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,4.1685,,,0.0,16.73,5.00,21.73,,,,0.0,,
3228,Residential,OVER 400 KWH,,,400.0,,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,2.1387,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,4.6897,,,0.0,16.73,5.00,21.73,,,,0.0,,
3229,General Service A,0 TO 200 KWH,,,0.0,200,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,1.0012,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,3.5522,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3230,General Service A,201 TO 300 KWH,,,201.0,300,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,1.3183,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,3.8693,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3231,General Service A,301 TO 400 KWH,,,301.0,400,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,1.6175,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,4.1685,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3232,General Service A,OVER 400 KWH,,,400.0,,Nov-16,10-26-16,11-25-16,1.8026,0.0,3.8436,0.7484,2.1387,0.5085,0.3377,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,4.6897,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3233,General Service B,General Service B,5.0,40.0,,,Nov-16,10-26-16,11-25-16,0.9564,0.0,3.8436,,0.1368,,,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,1.0932,230.5885,237.15,467.73850000000004,371.48,362.34,733.8199999999999,,3%,,3.0,,
3234,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Nov-16,10-26-16,11-25-16,0.9564,0.0,3.8436,,0.1368,,,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,1.0932,259.1120,237.15,496.26200000000006,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
3235,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Nov-16,10-26-16,11-25-16,0.9564,0.0,3.8436,,0.1368,,,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,1.0932,259.1120,237.15,496.26200000000006,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3236,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Nov-16,10-26-16,11-25-16,0.9564,0.0,3.8436,,0.1368,,,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,1.0932,259.1120,237.15,496.26200000000006,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3237,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Nov-16,10-26-16,11-25-16,0.7094,0.0,3.8436,,0.0513,,,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.7607,267.4157,182.66,450.0757,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
3238,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Nov-16,10-26-16,11-25-16,0.7094,0.0,3.8436,,0.0513,,,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.7607,267.4157,182.66,450.0757,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3239,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Nov-16,10-26-16,11-25-16,0.7094,0.0,3.8436,,0.0513,,,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.7607,267.4157,182.66,450.0757,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3240,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Nov-16,10-26-16,11-25-16,0.7094,0.0,3.8436,,0.0513,,,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.7607,306.7980,182.66,489.45799999999997,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
3241,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Nov-16,10-26-16,11-25-16,0.7094,0.0,3.8436,,0.0513,,,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.7607,306.7980,182.66,489.45799999999997,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3242,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Nov-16,10-26-16,11-25-16,0.7094,0.0,3.8436,,0.0513,,,0.1531,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.7607,306.7980,182.66,489.45799999999997,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3243,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Nov-16,10-26-16,11-25-16,0.5934999999999999,0.0,3.8436,,0.0513,,,0.0372,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.6447999999999999,223.7475,143.32,367.0675,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3244,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Nov-16,10-26-16,11-25-16,0.5934999999999999,0.0,3.8436,,0.0513,,,0.0372,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,0.6447999999999999,223.7475,143.32,367.0675,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3245,GHMSCI,GHMSCI,,,,,Nov-16,10-26-16,11-25-16,0.9564,0.0,3.8436,0.8500,0.8667,,,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,2.6731000000000003,,,0.0,278.59,278.46,557.05,,,,0.0,,
3246,FLAT STREETLIGHTS,Per kWh,,,,,Nov-16,10-26-16,11-25-16,1.6059,0.0,3.8436,0.7583,2.0082,0.6495,,0.4001,0.1561,0.0025,0.1938,0.1240,0.0798,0.0001,,,,,,,,,,,,,,,,,4.3724,,,0.0,,,0.0,,,,0.0,,
3247,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Nov-16,10-26-16,11-25-16,67.4542,0.0,161.43,31.85,84.34,27.28,,16.80,6.56,0.11,8.14,5.21,3.35,0.0042,,,,,,,,,,,,,,,,,183.6442,,,0.0,,,0.0,,,,0.0,,
3248,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Nov-16,10-26-16,11-25-16,107.6067,0.0,257.52,50.81,134.55,43.52,,26.81,10.46,0.17,12.98,8.31,5.35,0.0067,,,,,,,,,,,,,,,,,292.9667,,,0.0,,,0.0,,,,0.0,,
3249,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Nov-16,10-26-16,11-25-16,179.8612,0.0,430.48,84.93,224.92,72.74,,44.81,17.48,0.28,21.71,13.89,8.94,0.0112,,,,,,,,,,,,,,,,,489.71119999999996,,,0.0,,,0.0,,,,0.0,,
3250,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Nov-16,10-26-16,11-25-16,279.4374,0.0,668.79,131.94,349.43,113.01,,69.62,27.16,0.44,33.72,21.58,13.89,0.0174,,,,,,,,,,,,,,,,,760.8073999999999,,,0.0,,,0.0,,,,0.0,,
3251,Residential,0 TO 20 KWH,,,0.0,20,Nov-17,10-26-17,11-25-17,1.8724999999999998,0.0,4.9080,0.7561,1.0012,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.6298000000000004,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
3252,Residential,21 TO 50 KWH,,,21.0,50,Nov-17,10-26-17,11-25-17,1.8724999999999998,0.0,4.9080,0.7561,1.0012,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.6298000000000004,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
3253,Residential,51 TO 70 KWH,,,51.0,70,Nov-17,10-26-17,11-25-17,1.8724999999999998,0.0,4.9080,0.7561,1.0012,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.6298000000000004,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
3254,Residential,71 TO 100 KWH,,,71.0,100,Nov-17,10-26-17,11-25-17,1.8724999999999998,0.0,4.9080,0.7561,1.0012,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,,,,,,,,0.0265,,,,,,,,,,,3.6298000000000004,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
3255,Residential,101 TO 200 KWH,,,101.0,200,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,1.0012,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,3.7117000000000004,,,0.0,16.73,5.00,21.73,,,,0.0,,
3256,Residential,201 TO 300 KWH,,,201.0,300,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,1.3183,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,4.0288,,,0.0,16.73,5.00,21.73,,,,0.0,,
3257,Residential,301 TO 400 KWH,,,301.0,400,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,1.6175,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,4.328,,,0.0,16.73,5.00,21.73,,,,0.0,,
3258,Residential,OVER 400 KWH,,,400.0,,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,2.1387,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,4.8492,,,0.0,16.73,5.00,21.73,,,,0.0,,
3259,General Service A,0 TO 200 KWH,,,0.0,200,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,1.0012,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,3.7117000000000004,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3260,General Service A,201 TO 300 KWH,,,201.0,300,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,1.3183,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,4.0288,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3261,General Service A,301 TO 400 KWH,,,301.0,400,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,1.6175,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,4.328,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3262,General Service A,OVER 400 KWH,,,400.0,,Nov-17,10-26-17,11-25-17,1.9544,0.0,4.9080,0.7561,2.1387,0.5085,0.3377,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,4.8492,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3263,General Service B,General Service B,5.0,40.0,,,Nov-17,10-26-17,11-25-17,1.1082,0.0,4.9080,,0.1368,,,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,1.245,230.3188,237.15,467.4688,371.48,362.34,733.8199999999999,,3%,,3.0,,
3264,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Nov-17,10-26-17,11-25-17,1.1082,0.0,4.9080,,0.1368,,,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,1.245,260.7430,237.15,497.89300000000003,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
3265,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Nov-17,10-26-17,11-25-17,1.1082,0.0,4.9080,,0.1368,,,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,1.245,260.7430,237.15,497.89300000000003,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3266,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Nov-17,10-26-17,11-25-17,1.1082,0.0,4.9080,,0.1368,,,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,1.245,260.7430,237.15,497.89300000000003,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3267,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Nov-17,10-26-17,11-25-17,0.8376,0.0,4.9080,,0.0513,,,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.8889,278.1519,182.66,460.81190000000004,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
3268,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Nov-17,10-26-17,11-25-17,0.8376,0.0,4.9080,,0.0513,,,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.8889,278.1519,182.66,460.81190000000004,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3269,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Nov-17,10-26-17,11-25-17,0.8376,0.0,4.9080,,0.0513,,,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.8889,278.1519,182.66,460.81190000000004,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3270,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Nov-17,10-26-17,11-25-17,0.8376,0.0,4.9080,,0.0513,,,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.8889,318.1677,182.66,500.82770000000005,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
3271,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Nov-17,10-26-17,11-25-17,0.8376,0.0,4.9080,,0.0513,,,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.8889,318.1677,182.66,500.82770000000005,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3272,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Nov-17,10-26-17,11-25-17,0.8376,0.0,4.9080,,0.0513,,,0.1938,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.8889,318.1677,182.66,500.82770000000005,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3273,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Nov-17,10-26-17,11-25-17,0.6985,0.0,4.9080,,0.0513,,,0.0547,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.7498,235.3995,143.32,378.7195,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3274,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Nov-17,10-26-17,11-25-17,0.6985,0.0,4.9080,,0.0513,,,0.0547,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,0.7498,235.3995,143.32,378.7195,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3275,GHMSCI,GHMSCI,,,,,Nov-17,10-26-17,11-25-17,1.1082,0.0,4.9080,0.8529,0.8667,,,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,2.8278,,,0.0,278.59,278.46,557.05,,,,0.0,,
3276,FLAT STREETLIGHTS,Per kWh,,,,,Nov-17,10-26-17,11-25-17,1.7576999999999998,0.0,4.9080,0.7663,2.0082,0.6495,,0.4644,0.1561,0.0025,0.1938,0.1830,0.0818,0.0001,,,,,,0.0265,,,,,,,,,,,4.5322,,,0.0,,,0.0,,,,0.0,,
3277,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Nov-17,10-26-17,11-25-17,73.83420000000001,0.0,206.14,32.18,84.34,27.28,,19.50,6.56,0.11,8.14,7.69,3.44,0.0042,,,,,,1.11,,,,,,,,,,,190.3542,,,0.0,,,0.0,,,,0.0,,
3278,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Nov-17,10-26-17,11-25-17,117.7667,0.0,328.84,51.34,134.55,43.52,,31.11,10.46,0.17,12.98,12.26,5.48,0.0067,,,,,,1.78,,,,,,,,,,,303.6567,,,0.0,,,0.0,,,,0.0,,
3279,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Nov-17,10-26-17,11-25-17,196.8612,0.0,549.70,85.83,224.92,72.74,,52.01,17.48,0.28,21.71,20.50,9.16,0.0112,,,,,,2.97,,,,,,,,,,,507.61119999999994,,,0.0,,,0.0,,,,0.0,,
3280,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Nov-17,10-26-17,11-25-17,305.8374,0.0,853.99,133.34,349.43,113.01,,80.81,27.16,0.44,33.72,31.84,14.23,0.0174,,,,,,4.61,,,,,,,,,,,788.6074,,,0.0,,,0.0,,,,0.0,,
3281,Residential,0 TO 20 KWH,,,0.0,20,Nov-18,10-26-18,11-25-18,1.9438999999999997,0.0,5.2725,0.6823,1.0012,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,,,,,,,,0.0265,,,,,,,,,,,3.6274,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
3282,Residential,21 TO 50 KWH,,,21.0,50,Nov-18,10-26-18,11-25-18,1.9438999999999997,0.0,5.2725,0.6823,1.0012,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,,,,,,,,0.0265,,,,,,,,,,,3.6274,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
3283,Residential,51 TO 70 KWH,,,51.0,70,Nov-18,10-26-18,11-25-18,1.9438999999999997,0.0,5.2725,0.6823,1.0012,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,,,,,,,,0.0265,,,,,,,,,,,3.6274,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
3284,Residential,71 TO 100 KWH,,,71.0,100,Nov-18,10-26-18,11-25-18,1.9438999999999997,0.0,5.2725,0.6823,1.0012,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,,,,,,,,0.0265,,,,,,,,,,,3.6274,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
3285,Residential,101 TO 200 KWH,,,101.0,200,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,1.0012,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,3.7116000000000002,,,0.0,16.73,5.00,21.73,,,,0.0,,
3286,Residential,201 TO 300 KWH,,,201.0,300,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,1.3183,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,4.0287,,,0.0,16.73,5.00,21.73,,,,0.0,,
3287,Residential,301 TO 400 KWH,,,301.0,400,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,1.6175,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,4.3279,,,0.0,16.73,5.00,21.73,,,,0.0,,
3288,Residential,OVER 400 KWH,,,400.0,,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,2.1387,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,4.8491,,,0.0,16.73,5.00,21.73,,,,0.0,,
3289,General Service A,0 TO 200 KWH,,,0.0,200,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,1.0012,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,3.7116000000000002,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3290,General Service A,201 TO 300 KWH,,,201.0,300,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,1.3183,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,4.0287,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3291,General Service A,301 TO 400 KWH,,,301.0,400,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,1.6175,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,4.3279,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3292,General Service A,OVER 400 KWH,,,400.0,,Nov-18,10-26-18,11-25-18,2.0281000000000002,0.0,5.2725,0.6823,2.1387,0.5085,0.3377,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,4.8491,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
3293,General Service B,General Service B,5.0,40.0,,,Nov-18,10-26-18,11-25-18,1.1819000000000002,0.0,5.2725,,0.1368,,,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,1.3187000000000002,208.6200,237.15,445.77,371.48,362.34,733.8199999999999,,3%,,3.0,,
3294,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Nov-18,10-26-18,11-25-18,1.1819000000000002,0.0,5.2725,,0.1368,,,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,1.3187000000000002,235.2900,237.15,472.44,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
3295,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Nov-18,10-26-18,11-25-18,1.1819000000000002,0.0,5.2725,,0.1368,,,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,1.3187000000000002,235.2900,237.15,472.44,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
3296,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Nov-18,10-26-18,11-25-18,1.1819000000000002,0.0,5.2725,,0.1368,,,0.4625,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,1.3187000000000002,235.2900,237.15,472.44,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
3297,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Nov-18,10-26-18,11-25-18,0.9346,0.0,5.2725,,0.0513,,,0.2152,0.1561,0.0025,0.1938,0.2563,0.0841,0.0001,,,,,,0.0265,,,,,,,,,,,0.9859,254.3500,182.66,437.01,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
