Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Supply Period,Supply Period Start,Supply Period End,kWh Attributable,kW Attributable,Generation Charge,Transmission Charge,Distribution Charge,Supply Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,Total per kWh,Transmission Charge,Distribution Charge,Total per kW,Supply Charge,Metering Charge,Total per cust/mo,Lifeline Discount,Special Discount,For Lifeline: Applicable Discounts,Total %,Power Factor Adj,Power Factor Adj
Unit,,,,,,,,,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,,per kW,per kW,,per cust/mo,per cust/mo,,%,%,%,,Penalty,Disc
889,General Service A,OVER 400 KWH,,,400.0,,Dec-19,11-26-19,12-25-19,1.8424,0.0,5.1967,0.7173,2.1387,0.5085,0.3377,0.4395,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,4.6984,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
890,General Service B,General Service B,5.0,40.0,,,Dec-19,11-26-19,12-25-19,0.9962,0.0,5.1967,,0.1368,,,0.4395,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,1.133,213.1300,237.15,450.28,371.48,362.34,733.8199999999999,,3%,,3.0,,
891,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Dec-19,11-26-19,12-25-19,0.9962,0.0,5.1967,,0.1368,,,0.4395,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,1.133,241.2000,237.15,478.35,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
892,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Dec-19,11-26-19,12-25-19,0.9962,0.0,5.1967,,0.1368,,,0.4395,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,1.133,241.2000,237.15,478.35,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
893,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Dec-19,11-26-19,12-25-19,0.9962,0.0,5.1967,,0.1368,,,0.4395,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,1.133,241.2000,237.15,478.35,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
894,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Dec-19,11-26-19,12-25-19,0.7666999999999999,0.0,5.1967,,0.0513,,,0.2100,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.818,266.4400,182.66,449.1,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
895,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Dec-19,11-26-19,12-25-19,0.7666999999999999,0.0,5.1967,,0.0513,,,0.2100,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.818,266.4400,182.66,449.1,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
896,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Dec-19,11-26-19,12-25-19,0.7666999999999999,0.0,5.1967,,0.0513,,,0.2100,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.818,266.4400,182.66,449.1,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
897,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Dec-19,11-26-19,12-25-19,0.7666999999999999,0.0,5.1967,,0.0513,,,0.2100,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.818,305.9600,182.66,488.62,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
898,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Dec-19,11-26-19,12-25-19,0.7666999999999999,0.0,5.1967,,0.0513,,,0.2100,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.818,305.9600,182.66,488.62,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
899,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Dec-19,11-26-19,12-25-19,0.7666999999999999,0.0,5.1967,,0.0513,,,0.2100,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.818,305.9600,182.66,488.62,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
900,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Dec-19,11-26-19,12-25-19,0.6354,0.0,5.1967,,0.0513,,,0.0787,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.6867,231.1100,143.32,374.43,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
901,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Dec-19,11-26-19,12-25-19,0.6354,0.0,5.1967,,0.0513,,,0.0787,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,0.6867,231.1100,143.32,374.43,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
902,GHMSCI,GHMSCI,,,,,Dec-19,11-26-19,12-25-19,0.9962,0.0,5.1967,0.7882,0.8667,,,0.4395,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,2.6511,,,0.0,278.59,278.46,557.05,,,,0.0,,
903,FLAT STREETLIGHTS,Per kWh,,,,,Dec-19,11-26-19,12-25-19,1.6457000000000002,0.0,5.1967,0.7293,2.0082,0.6495,,0.4395,0.1561,0.0025,0.0543,0.2226,0.0783,0.0001,,,,,,0.0428,,,,,,,,,,,4.3831999999999995,,,0.0,,,0.0,,,,0.0,,
904,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Dec-19,11-26-19,12-25-19,69.1342,0.0,218.26,30.63,84.34,27.28,,18.46,6.56,0.11,2.28,9.35,3.29,0.0042,,,,,,1.80,,,,,,,,,,,184.1042,,,0.0,,,0.0,,,,0.0,,
905,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Dec-19,11-26-19,12-25-19,110.2767,0.0,348.18,48.86,134.55,43.52,,29.45,10.46,0.17,3.64,14.91,5.25,0.0067,,,,,,2.87,,,,,,,,,,,293.6867,,,0.0,,,0.0,,,,0.0,,
906,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Dec-19,11-26-19,12-25-19,184.3012,0.0,582.03,81.68,224.92,72.74,,49.22,17.48,0.28,6.08,24.93,8.77,0.0112,,,,,,4.79,,,,,,,,,,,490.9012,,,0.0,,,0.0,,,,0.0,,
907,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Dec-19,11-26-19,12-25-19,286.3474,0.0,904.23,126.90,349.43,113.01,,76.47,27.16,0.44,9.45,38.73,13.62,0.0174,,,,,,7.45,,,,,,,,,,,762.6774,,,0.0,,,0.0,,,,0.0,,
908,Residential,0 TO 20 KWH,,,0.0,20,Dec-20,11-26-20,12-25-20,1.4755,0.0,4.1516,0.7751,1.0012,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,,,,,,,,0.0428,,,,,,,,,,,3.2518,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
909,Residential,21 TO 50 KWH,,,21.0,50,Dec-20,11-26-20,12-25-20,1.4755,0.0,4.1516,0.7751,1.0012,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,,,,,,,,0.0428,,,,,,,,,,,3.2518,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
910,Residential,51 TO 70 KWH,,,51.0,70,Dec-20,11-26-20,12-25-20,1.4755,0.0,4.1516,0.7751,1.0012,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,,,,,,,,0.0428,,,,,,,,,,,3.2518,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
911,Residential,71 TO 100 KWH,,,71.0,100,Dec-20,11-26-20,12-25-20,1.4755,0.0,4.1516,0.7751,1.0012,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,,,,,,,,0.0428,,,,,,,,,,,3.2518,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
912,Residential,101 TO 200 KWH,,,101.0,200,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,1.0012,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,3.331,,,0.0,16.73,5.00,21.73,,,,0.0,,
913,Residential,201 TO 300 KWH,,,201.0,300,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,1.3183,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,3.6481,,,0.0,16.73,5.00,21.73,,,,0.0,,
914,Residential,301 TO 400 KWH,,,301.0,400,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,1.6175,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,3.9473,,,0.0,16.73,5.00,21.73,,,,0.0,,
915,Residential,OVER 400 KWH,,,400.0,,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,2.1387,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,4.4685,,,0.0,16.73,5.00,21.73,,,,0.0,,
916,General Service A,0 TO 200 KWH,,,0.0,200,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,1.0012,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,3.331,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
917,General Service A,201 TO 300 KWH,,,201.0,300,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,1.3183,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,3.6481,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
918,General Service A,301 TO 400 KWH,,,301.0,400,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,1.6175,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,3.9473,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
919,General Service A,OVER 400 KWH,,,400.0,,Dec-20,11-26-20,12-25-20,1.5547,0.0,4.1516,0.7751,2.1387,0.5085,0.3377,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,4.4685,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
920,General Service B,General Service B,5.0,40.0,,,Dec-20,11-26-20,12-25-20,0.7085,0.0,4.1516,,0.1368,,,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.8453,229.3600,237.15,466.51,371.48,362.34,733.8199999999999,,3%,,3.0,,
921,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Dec-20,11-26-20,12-25-20,0.7085,0.0,4.1516,,0.1368,,,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.8453,249.2600,237.15,486.40999999999997,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
922,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Dec-20,11-26-20,12-25-20,0.7085,0.0,4.1516,,0.1368,,,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.8453,249.2600,237.15,486.40999999999997,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
923,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Dec-20,11-26-20,12-25-20,0.7085,0.0,4.1516,,0.1368,,,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.8453,249.2600,237.15,486.40999999999997,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
924,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Dec-20,11-26-20,12-25-20,0.5219,0.0,4.1516,,0.0513,,,0.1943,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.5731999999999999,278.2400,182.66,460.9,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
925,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Dec-20,11-26-20,12-25-20,0.5219,0.0,4.1516,,0.0513,,,0.1943,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.5731999999999999,278.2400,182.66,460.9,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
926,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Dec-20,11-26-20,12-25-20,0.5219,0.0,4.1516,,0.0513,,,0.1943,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.5731999999999999,278.2400,182.66,460.9,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
927,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Dec-20,11-26-20,12-25-20,0.5219,0.0,4.1516,,0.0513,,,0.1943,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.5731999999999999,332.2800,182.66,514.9399999999999,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
928,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Dec-20,11-26-20,12-25-20,0.5219,0.0,4.1516,,0.0513,,,0.1943,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.5731999999999999,332.2800,182.66,514.9399999999999,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
929,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Dec-20,11-26-20,12-25-20,0.5219,0.0,4.1516,,0.0513,,,0.1943,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.5731999999999999,332.2800,182.66,514.9399999999999,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
930,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Dec-20,11-26-20,12-25-20,0.3978,0.0,4.1516,,0.0513,,,0.0702,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.4491,257.4300,143.32,400.75,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
931,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Dec-20,11-26-20,12-25-20,0.3978,0.0,4.1516,,0.0513,,,0.0702,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,0.4491,257.4300,143.32,400.75,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
932,GHMSCI,GHMSCI,,,,,Dec-20,11-26-20,12-25-20,0.7085,0.0,4.1516,0.8554,0.8667,,,0.3809,0.1561,0.0000,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,2.4306,,,0.0,278.59,278.46,557.05,,,,0.0,,
933,FLAT STREETLIGHTS,Per kWh,,,,,Dec-20,11-26-20,12-25-20,1.3579999999999999,0.0,4.1516,0.7902,2.0082,0.6495,,0.3809,0.1561,0,,0.0495,0.0791,0.0001,,,,,,0.0428,,,,,,,,,,,4.1564,,,0.0,,,0.0,,,,0.0,,
934,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Dec-20,11-26-20,12-25-20,57.044200000000004,0.0,174.37,33.19,84.34,27.28,,16.00,6.56,0.00,,2.08,3.32,0.0042,,,,,,1.80,,,,,,,,,,,174.5742,,,0.0,,,0.0,,,,0.0,,
935,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Dec-20,11-26-20,12-25-20,90.9967,0.0,278.16,52.94,134.55,43.52,,25.52,10.46,0.00,,3.32,5.30,0.0067,,,,,,2.87,,,,,,,,,,,278.48670000000004,,,0.0,,,0.0,,,,0.0,,
936,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Dec-20,11-26-20,12-25-20,152.0812,0.0,464.98,88.50,224.92,72.74,,42.66,17.48,0.00,,5.54,8.86,0.0112,,,,,,4.79,,,,,,,,,,,465.5012,,,0.0,,,0.0,,,,0.0,,
937,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Dec-20,11-26-20,12-25-20,236.2874,0.0,722.38,137.49,349.43,113.01,,66.28,27.16,0.00,,8.61,13.76,0.0174,,,,,,7.45,,,,,,,,,,,723.2074,,,0.0,,,0.0,,,,0.0,,
938,Residential,0 TO 20 KWH,,,0.0,20,Dec-21,11-26-21,12-25-21,1.3466999999999998,0.0,5.5343,0.7142,1.0012,0.5085,0.3377,0.4780,,0.0000,,0.0983,,,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.0621,,,0.0,16.73,5.00,21.73,100.00%,,,100.0,,
939,Residential,21 TO 50 KWH,,,21.0,50,Dec-21,11-26-21,12-25-21,1.3466999999999998,0.0,5.5343,0.7142,1.0012,0.5085,0.3377,0.4780,,0.0000,,0.0983,,,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.0621,,,0.0,16.73,5.00,21.73,50.00%,,,50.0,,
940,Residential,51 TO 70 KWH,,,51.0,70,Dec-21,11-26-21,12-25-21,1.3466999999999998,0.0,5.5343,0.7142,1.0012,0.5085,0.3377,0.4780,,0.0000,,0.0983,,,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.0621,,,0.0,16.73,5.00,21.73,35.00%,,,35.0,,
941,Residential,71 TO 100 KWH,,,71.0,100,Dec-21,11-26-21,12-25-21,1.3466999999999998,0.0,5.5343,0.7142,1.0012,0.5085,0.3377,0.4780,,0.0000,,0.0983,,,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.0621,,,0.0,16.73,5.00,21.73,20.00%,,,20.0,,
942,Residential,101 TO 200 KWH,,,101.0,200,Dec-21,11-26-21,12-25-21,1.4226999999999999,0.0,5.5343,0.7142,1.0012,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.1381,,,0.0,16.73,5.00,21.73,,,,0.0,,
943,Residential,201 TO 300 KWH,,,201.0,300,Dec-21,11-26-21,12-25-21,1.4226999999999999,0.0,5.5343,0.7142,1.3183,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.4552000000000005,,,0.0,16.73,5.00,21.73,,,,0.0,,
944,Residential,301 TO 400 KWH,,,301.0,400,Dec-21,11-26-21,12-25-21,1.4226999999999999,0.0,5.5343,0.7142,1.6175,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.7544000000000004,,,0.0,16.73,5.00,21.73,,,,0.0,,
945,Residential,OVER 400 KWH,,,400.0,,Dec-21,11-26-21,12-25-21,1.4226999999999999,0.0,5.5343,0.7142,2.1387,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,(0.0053),(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,4.2756,,,0.0,16.73,5.00,21.73,,,,0.0,,
946,General Service A,0 TO 200 KWH,,,0.0,200,Dec-21,11-26-21,12-25-21,1.428,0.0,5.5343,0.7142,1.0012,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.1434,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
947,General Service A,201 TO 300 KWH,,,201.0,300,Dec-21,11-26-21,12-25-21,1.428,0.0,5.5343,0.7142,1.3183,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.4605,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
948,General Service A,301 TO 400 KWH,,,301.0,400,Dec-21,11-26-21,12-25-21,1.428,0.0,5.5343,0.7142,1.6175,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.7597,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
949,General Service A,OVER 400 KWH,,,400.0,,Dec-21,11-26-21,12-25-21,1.428,0.0,5.5343,0.7142,2.1387,0.5085,0.3377,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.2761),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,4.280899999999999,,,0.0,16.73,5.00,21.73,,5%,,5.0,,
950,General Service B,General Service B,5.0,40.0,,,Dec-21,11-26-21,12-25-21,0.6767999999999998,0.0,5.5343,,0.1368,,,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.1811),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.8135999999999999,211.8500,237.15,449.0,371.48,362.34,733.8199999999999,,3%,,3.0,,
951,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Dec-21,11-26-21,12-25-21,0.7789999999999999,0.0,5.5343,,0.1368,,,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.9158000000000001,242.7700,237.15,479.92,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
952,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Dec-21,11-26-21,12-25-21,0.7789999999999999,0.0,5.5343,,0.1368,,,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.9158000000000001,242.7700,237.15,479.92,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
953,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Dec-21,11-26-21,12-25-21,0.7789999999999999,0.0,5.5343,,0.1368,,,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.9158000000000001,242.7700,237.15,479.92,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
954,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Dec-21,11-26-21,12-25-21,0.5398000000000001,0.0,5.5343,,0.0513,,,0.2388,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.5911,270.4300,182.66,453.09000000000003,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
955,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Dec-21,11-26-21,12-25-21,0.5398000000000001,0.0,5.5343,,0.0513,,,0.2388,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.5911,270.4300,182.66,453.09000000000003,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
956,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Dec-21,11-26-21,12-25-21,0.5398000000000001,0.0,5.5343,,0.0513,,,0.2388,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.5911,270.4300,182.66,453.09000000000003,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
957,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Dec-21,11-26-21,12-25-21,0.5398000000000001,0.0,5.5343,,0.0513,,,0.2388,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.5911,302.5600,182.66,485.22,845.17,849.44,1694.6100000000001,,3%,,3.0,1.4%,0.7%
958,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Dec-21,11-26-21,12-25-21,0.5398000000000001,0.0,5.5343,,0.0513,,,0.2388,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.5911,302.5600,182.66,485.22,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
959,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Dec-21,11-26-21,12-25-21,0.5398000000000001,0.0,5.5343,,0.0513,,,0.2388,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.5911,302.5600,182.66,485.22,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
960,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Dec-21,11-26-21,12-25-21,0.4054,0.0,5.5343,,0.0513,,,0.1044,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.4567,286.0500,143.32,429.37,"3,505.46","3,525.12",0.0,,3%,,3.0,1.4%,0.7%
961,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Dec-21,11-26-21,12-25-21,0.4054,0.0,5.5343,,0.0513,,,0.1044,,0.0000,,0.0983,0.0759,0.0001,,(0.0789),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,0.4567,286.0500,143.32,429.37,"12,726.30","12,075.11",0.0,,3%,,3.0,1.4%,0.7%
962,GHMSCI,GHMSCI,,,,,Dec-21,11-26-21,12-25-21,0.7414,0.0,5.5343,0.7692,0.8667,,,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.1165),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,2.3773,,,0.0,278.59,278.46,557.05,,,,0.0,,
